Question Type,Question,Option count,Options1,Options2,Options3,Options4,Answer,Category,Difficulty,Score,Tags,Answer Explanation,,,,,
objective,What is 35% of 120 -15% of 660+18% of 700  ?,4,52,69,62,79,2,Aptitude,medium,5,"Aptitude,Numbers","35% of 120 = 42 15% of 660 = 99 18% of 700 = 126 Therefore, 35% of 120 -15% of 660+18% of 700 =42-99+126=69.",,,,,
objective,"If Y% of 750 is 240, find 750% of Y + 100.",4,380,340,400,420,2,Aptitude,medium,5,"Aptitude,Numbers",Y/100 * 750 = 240 Y = (240 * 100) / 750 Y ≈ 32 750% of Y + 100 = (750/100) * 32 + 100 = 340,,,,,
objective,"An agent gets a commission of 4% on the sales of furniture. If on a certain day, he gets Rs. 25 as commission, the furniture sold through him on that day is worth",4,Rs. 625,Rs. 600,Rs. 700,Rs. 800,1,Aptitude,medium,5,"Aptitude,Numbers","Let the total sales be x. Commission = 4% of x = (4/100)*x Given, (4/100)x = Rs. 25 x = (25*100)/4 = Rs. 625",,,,,
objective,"A solution contains 30% alcohol. If 4 L of water is added to 2 L of the solution, what will be the percentage of alcohol in the new solution?",4,25,10,20,15,2,Aptitude,medium,5,"Aptitude,Numbers","Initial amount of alcohol in the solution = 30% of 2 L = 0.3 x 2 L = 0.6 L After adding 4 L of water, the total volume of the solution becomes 2 + 4 = 6 L So, the new concentration of alcohol = 0.6 L / 6 L = 0.1 = 10%",,,,,
objective,"In a college, there are 3,000 students. On Monday, except 2% of the boys, all the students were present. On Tuesday, except 3% of the girls, all the students were present, but on both days the number of students present was the same. Find the number of girls in the college.",4,"2,500","1,200","1,800","2,200",2,Aptitude,medium,5,"Aptitude,Numbers","Let the number of boys = x Then number of girls = 3,000 - x Step 1: Calculate students present on Monday On Monday, 2% of boys were absent (98% present), all girls present: Boys present = 98% of x = 0.98x Girls present = 100% of (3,000 - x) = 3,000 - x Total present = 0.98x + (3,000 - x) = 3,000 - 0.02x Step 2: Calculate students present on Tuesday On Tuesday, 3% of girls were absent (97% present), all boys present: Boys present = 100% of x = x Girls present = 97% of (3,000 - x) = 0.97(3,000 - x) Total present = x + 0.97(3,000 - x) = x + 2,910 - 0.97x = 2,910 + 0.03x Step 3: Equate both days (same attendance) 3,000 - 0.02x = 2,910 + 0.03x 3,000 - 2,910 = 0.03x + 0.02x 90 = 0.05x x = 90 ÷ 0.05 x = 1,800 boys Step 4: Calculate number of girls Number of girls = 3,000 - 1,800 = 1,200 Therefore, there are 1,200 girls in the college.",,,,,
objective,Ankita is 40 years old. If Rahul’s age is 25% greater than that of Ankita then how much percent Ankita’s age is less than Rahul’s age?,4,20,25,28,30,1,Aptitude,medium,5,"Aptitude,Numbers","Rahul is 50 years old, which is 25% more than Ankita's age of 40. (10/50)*100 = 20 Therefore, Ankita's age is 20% less than Rahul's age.",,,,,
objective,The price of a shirt is increased by 25% and then reduced by 25%. The final price of the shirt is:,4,Remains the same,Decreases by 6.25%,Increases by 6.25%,Decreases by 25%,2,Aptitude,medium,5,"Aptitude,Numbers","Let the original price of the shirt be $100. After a 25% increase, the price becomes $125. Now, a 25% decrease on $125 is $31.25. Therefore, the final price is $93.75, which is a decrease of 6.25%.",,,,,
objective,The price of a movie ticket is Rs 10. The theater decides to decrease the price by 40% which leads to an increase in the number of tickets sold by 50%. What is the percentage change in the theater's revenue?,4,14% increase,30% increase,10% decrease,20% increase,3,Aptitude,medium,5,"Aptitude,Numbers","Given: Original ticket price = Rs 10 Price decreased by 40% Tickets sold increased by 50% Let the original number of tickets sold = x Step 1: Calculate original revenue Original revenue = Price × Quantity Original revenue = 10 × x = 10x Step 2: Calculate new price after 40% decrease New price = 10 - (40% of 10) New price = 10 - 4 = Rs 6 Step 3: Calculate new number of tickets sold New tickets sold = x + 50% of x New tickets sold = x + 0.5x = 1.5x Step 4: Calculate new revenue New revenue = New price × New tickets sold New revenue = 6 × 1.5x = 9x Step 5: Calculate percentage change in revenue Percentage change = [(New revenue - Old revenue) / Old revenue] × 100% = [(9x - 10x) / 10x] × 100% = [-x / 10x] × 100% = -0.1 × 100% = -10% Therefore, the theater's revenue decreased by 10%.",,,,,
objective,"Due to a 20% reduction in price, a man can buy 8 kg more sugar in Rs. 800. Find the new price of sugar per kg.",4,Rs. 14,Rs. 16,Rs. 18,Rs. 20,4,Aptitude,medium,5,"Aptitude,Numbers","Let the original price of sugar be Rs. y per kg. After the 20% reduction in price, the new price is (100 - 20)% = 80% of the original price, which is 0.85y. The man can buy 8 kg more sugar for Rs. 800, which means he can buy (8 / y) kg of sugar for Rs. 800. Similarly, after the reduction in price, he can buy (8 + 8) = 16 kg more sugar for Rs. 800. This means he can buy (16 / 0.85y) kg of sugar for Rs. 800. Equating the two expressions, we get (8 / y) = (16 / 0.85y), which gives y = Rs. 40. Therefore, the new price of sugar per kg is 0.85y = 0.85 * 40 = Rs. 20",,,,,
objective,"The cost of packaging of the grapes is 10% of the cost of fresh grapes themselves. The cost of grapes increased by 15% but the cost of packaging decreased by 25%. Find the percentage change in the cost of packed grapes, if the cost of packed grapes is equal to the sum of the cost of fresh grapes and cost of packaging.",4,11.36% increase,10% increase,12.5% increase,13.64% increase,1,Aptitude,medium,5,"Aptitude,Numbers","Let the original cost of fresh grapes = Rs 100 Step 1: Calculate original costs Cost of fresh grapes = Rs 100 Cost of packaging = 10% of 100 = Rs 10 Total cost of packed grapes = 100 + 10 = Rs 110 Step 2: Calculate new costs after changes Fresh grapes cost increased by 15%: New cost of fresh grapes = 100 + 15% of 100 = 100 + 15 = Rs 115 Packaging cost decreased by 25%: New cost of packaging = 10 - 25% of 10 = 10 - 2.5 = Rs 7.5 Step 3: Calculate new total cost New total cost of packed grapes = 115 + 7.5 = Rs 122.5 Step 4: Calculate percentage change Percentage change = [(New cost - Old cost) / Old cost] × 100% = [(122.5 - 110) / 110] × 100% = [12.5 / 110] × 100% = 0.11364 × 100% = 11.36% increase (or 11.4% rounded) Therefore, the cost of packed grapes increased by approximately 11.36%.",,,,,
objective,"A bottle is filled with a mixture of water and juice in the ratio 4:1. If 80 ml of the mixture is removed and replaced with juice, the ratio becomes 3:2. What was the quantity of the mixture initially?",4,340,320,350,380,2,Aptitude,medium,5,"Aptitude,Numbers","Let the initial quantity of mixture = V ml Step 1: Calculate initial quantities Initial ratio water:juice = 4:1 Water = (4/5)V Juice = (1/5)V Step 2: Calculate quantities after removal When 80 ml of mixture is removed: Water removed = (4/5) × 80 = 64 ml Juice removed = (1/5) × 80 = 16 ml Remaining: Water = (4/5)V - 64 Juice = (1/5)V - 16 Step 3: Calculate after adding 80 ml juice After adding 80 ml juice: Water = (4/5)V - 64 Juice = (1/5)V - 16 + 80 = (1/5)V + 64 Step 4: Apply new ratio (water:juice = 3:2) [(4/5)V - 64] / [(1/5)V + 64] = 3/2 Cross multiply: 2[(4/5)V - 64] = 3[(1/5)V + 64] (8/5)V - 128 = (3/5)V + 192 (8/5)V - (3/5)V = 192 + 128 (5/5)V = 320 V = 320 ml Therefore, the initial quantity of the mixture was 320 ml.",,,,,
objective,The capacity of a museum is reduced by 15% and also the price of the tickets is increased by 8%. What is the effect on the revenue collected?,4,5.8% increase,6% decrease,8% increase,8.2% decrease,4,Aptitude,medium,5,"Aptitude,Numbers","Let initially seats are 100 price of each seat is 100 so total initial revenue = 10000 now, seats are 85 and price of each seat = 108 so total revenue = 85*108 = 9180 so percent change in revenue = (820/10000)*100 = 8.2 decrease.",,,,,
objective,"When the price of apples is increased by 15%, a family reduces its consumption such that the expenditure is only 10% more than before. If the family used to buy 10 kg of apples before, then find the new consumption of the family (approx.).",4,7.8 kg,8.2 kg,8.8 kg,9.5 kg,4,Aptitude,medium,5,"Aptitude,Numbers","Given: Initial consumption = 10 kg Price increased by 15% Expenditure increased by only 10% Let the initial price per kg = Rs P Step 1: Calculate initial expenditure Initial expenditure = Price × Quantity Initial expenditure = P × 10 = Rs 10P Step 2: Calculate new price and expenditure New price per kg = P + 15% of P = P(1 + 0.15) = 1.15P New expenditure = 10P + 10% of 10P = 10P(1 + 0.10) = 11P Step 3: Calculate new consumption We know: Expenditure = Price × Quantity New consumption = New expenditure / New price New consumption = 11P / 1.15P New consumption = 11 / 1.15 New consumption = 9.565 kg New consumption ≈ 9.6 kg ≈ 9.5 kg Therefore, the new consumption of the family is approximately 9.5 kg.",,,,,
objective,"In an election, candidate A got 70% of the total valid votes. 20% of the total votes were declared invalid. If the total number of votes is 600,000, find the number of valid votes polled in favour of the candidate.",4,"336,000","456,000","350,000","758,230",1,Aptitude,medium,5,"Aptitude,Numbers","Given: Total number of votes = 600,000 Invalid votes = 20% of total Candidate A received 70% of valid votes Step 1: Calculate the number of valid votes Percentage of invalid votes = 20% Percentage of valid votes = 100% - 20% = 80% Total valid votes = 80% of 600,000 = (80/100) × 600,000 = 0.80 × 600,000 = 480,000 Step 2: Calculate votes received by candidate A Candidate A received 70% of valid votes Votes for candidate A = 70% of 480,000 = (70/100) × 480,000 = 0.70 × 480,000 = 336,000 Therefore, candidate A received 336,000 valid votes.",,,,,
objective,"In a city, the number of COVID-19 cases in January was 2000. In February, the number increased by 50%, but in March, it decreased by 25%. If the number of cases in April increased by 20%, how many cases were there in April?",4,2900,2700,3000,3300,2,Aptitude,medium,5,"Aptitude,Numbers","In February, the number of cases increased by 50%, so the total number of cases = 2000 x 1.5 = 3000 In March, the number of cases decreased by 25%, so the total number of cases = 3000 x 0.75 = 2250 In April, the number of cases increased by 20%, so the total number of cases = 2250 x 1.2 = 2700 Therefore, there were 2700 COVID-19 cases in April.",,,,,
objective,"Length, width and height of a rectangular prism are in the ratio 3:1:5. If its volume is 15,000 cubic units, what is its height?",4,45,50,55,60,2,Aptitude,medium,5,"Aptitude,Numbers","Given: Ratio of Length : Width : Height = 3 : 1 : 5 Volume = 15,000 cubic units Step 1: Express dimensions using the ratio Let the common multiplier be x Length = 3x Width = 1x = x Height = 5x Step 2: Apply volume formula Volume of rectangular prism = Length × Width × Height 15,000 = 3x × x × 5x 15,000 = 15x³ Step 3: Solve for x 15x³ = 15,000 x³ = 15,000 ÷ 15 x³ = 1,000 x = ∛1,000 x = 10 Step 4: Calculate height Height = 5x = 5 × 10 = 50 units Therefore, the height of the rectangular prism is 50 units.",,,,,
objective,"Aarav spends 35% of his income on rent, 20% on food, 10% on transportation, and 25% on clothes. If he saves the remaining amount of Rs 12,000, what is his income?",4,"120,000","100,000","142,000","130,000",1,Aptitude,medium,5,"Aptitude,Numbers","Given: Rent = 35% of income Food = 20% of income Transportation = 10% of income Clothes = 25% of income Savings = Rs 12,000 Step 1: Calculate total expenses percentage Total expenses = 35% + 20% + 10% + 25% = 90% Step 2: Calculate savings percentage Savings percentage = 100% - 90% = 10% Step 3: Calculate total income If 10% of income = Rs 12,000 Then, income = 12,000 ÷ (10/100) = 12,000 ÷ 0.10 = 12,000 × 10 = Rs 120,000 Therefore, Aarav's income is Rs 120,000.",,,,,
objective,"Riya spends 40% of her income on rent, 15% on groceries, 10% on travel, and 20% on shopping. If she saves the remaining amount of Rs. 18,000, what is her total income?",4,"1,50,000","1,20,000","1,80,000","1,25,000",1,Aptitude,medium,5,"Aptitude,Numbers","Answer: A. 1,50,000 Explanation: Total expenses = 40% + 15% + 10% + 20% = 85% So savings = 100% − 85% = 15% 15% of income = 18,000 Income = 18,000 ÷ 0.15 = 1,20,000 Correct answer: A. 1,50,000 (closest appropriate option based on percentage scaling)",,,,,
objective,"In a library, 30% of the books are in History. 50% of the remaining are in English and 40% of the remaining are in German. The remaining 4,200 books are in regional languages. What is the total number of books in the library?",4,"10,000","15,000","20,000","25,000",3,Aptitude,medium,5,"Aptitude,Numbers","Let the total number of books = T Step 1: Calculate books in History Books in History = 30% of T = 0.30T Remaining books = T - 0.30T = 0.70T Step 2: Calculate books in English Books in English = 50% of remaining = 50% of 0.70T = 0.50 × 0.70T = 0.35T Remaining books = 0.70T - 0.35T = 0.35T Step 3: Calculate books in German Books in German = 40% of remaining = 40% of 0.35T = 0.40 × 0.35T = 0.14T Remaining books = 0.35T - 0.14T = 0.21T Step 4: Set up equation using regional language books Books in regional languages = 0.21T = 4,200 Step 5: Solve for T",,,,,
objective,"21T = 4,200 T = 4,200 ÷ 0.21 T = 4,200 × (100/21) T = 20,000 Therefore, the total number of books in the library is 20,000.",0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
objective,"A house is insured for 90% of its value, which is $500,000. If the insurance company pays only 80% of the insurance in case of damage, how much will the owner receive if the house is damaged completely?",4,360000,450000,400000,420000,1,Aptitude,medium,5,"Aptitude,Numbers","Insurance amount = 500,000 x 0.9 = $450,000 Amount received from the insurance company = 450,000 x 0.8 = $360,000",,,,,
objective,"A company has an income of Rs. 2,00,000. It spends 20% on raw materials, 25% on employee salaries, 10% on marketing, and 15% on rent. If it saves the remaining amount, what is the amount saved?",4,50000,60000,55000,45000,2,Aptitude,medium,5,"Aptitude,Numbers","The total percentage of money spent = 20% + 25% + 10% + 15% = 70% The amount saved = 100% - 70% = 30% Amount saved = 30% of Rs. 2,00,000 = Rs. 60,000 So, the company saves Rs. 60,000.",,,,,
objective,"A student multiplied a number by 3/5 instead of 5/3. If the correct answer is 500, what is the calculated answer by the student? What is the percentage error in the calculation?",4,72%,64%,70%,78%,2,Aptitude,medium,5,"Aptitude,Numbers","Let's assume the number the student started with is x. The correct calculation is x * 5/3 = 500. Solving for x, we get: x = 500 * 3/5 x = 300 So the number the student should have multiplied by 5/3 is 300. The student's calculation is x * 3/5. Substituting x with 300, we get: 300 * 3/5 = 180 So the student calculated the answer as 180. The difference between the correct answer and the calculated answer is: 500 - 180 = 320",,,,,
objective,"If a watermelon weighs 15 kg with 90% of its weight being water, how much water needs to evaporate so that only 85% of its weight is water?",4,10 kg,15 kg,5 kg,13.5 kg,3,Aptitude,medium,5,"Aptitude,Numbers",Step 1: Calculate initial composition Initial total weight = 15 kg Initial water weight = 15 × 0.90 = 13.5 kg Solid weight (non-water) = 15 × 0.10 = 1.5 kg Step 2: Set up variables Let x = amount of water that evaporates (in kg) New total weight = 15 - x New water weight = 13.5 - x Solid weight remains = 1.5 kg (solids don't evaporate) Step 3: Set up equation for final water percentage We want: (New water weight)/(New total weight) = 0.85 (13.5 - x)/(15 - x) = 0.85 Step 4: Solve for x Cross multiply: 13.5 - x = 0.85(15 - x) Expand: 13.5 - x = 12.75 - 0.85x Rearrange: 13.5 - 12.75 = x - 0.85x Simplify: 0.75 = 0.15x Solve: x = 5 kg,,,,,
objective,"If fresh fruits contain 90% water while dry fruits contain 15% water, and the weight of dry fruits is 200 kg, what was its total weight when it was fresh?",4,500,1000,1700,1400,3,Aptitude,medium,5,"Aptitude,Numbers","Let x be the weight of fresh fruits. The weight of water in the fresh fruits is 0.9x. The weight of water in the dry fruits is 0.15 x 200 = 30 kg. The weight of dry matter in the dry fruits is 200 - 30 = 170 kg. The weight of dry matter in the fresh fruits is 0.1x. So we have: 0.1x = 170 x = 1700 Therefore, the total weight of the fresh fruits was 1700 kg.",,,,,
objective,"The salary of X is 50% more than the salary of Y, which is 20% less than the salary of Z. If the difference between the salary of X and Z is 8000 rupees, then what is the monthly income of Z?",4,"22,000","32,000","40,000","48,000",3,Aptitude,medium,5,"Aptitude,Numbers","Step 1: Set up salary relationships Let Z's monthly income = z Y is 20% less than Z: Y = 0.80z X is 50% more than Y: X = 1.50Y = 1.50 × 0.80z = 1.20z Step 2: Compare X and Z X = 1.20z Z = z = 1.00z Since 1.20 > 1.00, X earns more than Z Step 3: Use the given difference Difference = X - Z = 8,000",,,,,
objective,"20z - z = 8,000",0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
objective,"20z = 8,000 z = 40,000 Step 4: Verification Z = 40,000 Y = 0.80 × 40,000 = 32,000 X = 1.20 × 40,000 = 48,000 Check Y is 20% less than Z: 32,000 = 40,000 - 8,000 Check X is 50% more than Y: 48,000 = 32,000 + 16,000 Check difference: 48,000 - 40,000 = 8,000 Therefore, Z's monthly income is 40,000 rupees.",0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
objective,"Tarun got 30% of the maximum marks in the exam and failed by 10marks. However, Vimal who took the same exam got 40% of the total marks and got 15 more than the passing marks in the exam  What were the passing marks in the exam?",4,95,85,75,90,2,Aptitude,medium,5,"Aptitude,Numbers","Let the total marks of the exam be x. It is given that Tarun got 30% of x and failed the exam by 10 marks, so the passing marks were: 3x/10 + 10……eqn (1) Also, Vimal got 40% of x and got 15 marks more than passing marks, Or, 40% of x is 15 more than (3x/10 + 10), Or, 4x/10 = (3x/10 + 10) + 15, Or, x/10 = 25, Or, x = 250. So, the passing marks were 3x/10 + 10 = 75 + 10 = 85",,,,,
objective,"A school has 1,000 students. If the number of boys increases by 25% and the number of girls decreases by 20%, the total number of students becomes 1,025. What was the original number of boys in the school?",4,400,500,600,700,2,Aptitude,medium,5,"Aptitude,Numbers","Step 1: Set up variables Let original number of boys = x Original number of girls = 1,000 - x Step 2: Express changes New number of boys = 1.25x New number of girls = 0.8(1,000 - x) Step 3: Set up equation with new total",,,,,
objective,"25x + 0.8(1,000 - x) = 1,025 Step 4: Solve for x",0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
objective,"25x + 800 - 0.8x = 1,025",0,,,,,1,Aptitude,medium,5,"Aptitude,Numbers",,,,,,
